timestamp,device_id,data_type,channel,value,x,y,z
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-13.668172196919192,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-9.76131581953656,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-6.361001229039889,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-4.400575116818184,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-3.946292462309661,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-3.980034628479517,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-2.400124620019432,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,3.0075880160951436,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,11.265535800128141,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,17.83242405435605,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,19.19928567181595,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,15.512328534095785,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,9.829578187887003,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,6.814420957058383,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,9.06766490688015,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,14.011490895840396,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,270.1441105894847,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,262.7489206651277,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,295.53218749838516,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,363.59800352750636,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,451.0180446305187,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,538.9432029234626,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,615.7961647363231,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,686.4252675149396,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,764.0819773209148,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,852.363320331956,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,943.8334704959809,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,1034.8205382326732,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,1134.0797888163393,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,1256.8318461810782,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,1403.2837084823982,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,1539.1491064652955,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,12.647794755964654,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,39.00470259639648,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,58.27708053358811,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,67.74619775708089,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,70.00877982900656,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,69.75646313927051,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,70.7282396480182,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,74.86192702913556,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,80.47044446837265,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,81.50726368448866,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,70.84027827988564,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,37.927632684476166,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,-30.394941781659412,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,-129.64490098552727,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,-224.12856174970725,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,-267.1686389317491,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-48.625003743328705,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-46.671997022037225,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-41.639256656722154,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-34.86095824206252,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-28.83179995929072,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-25.280316322771654,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-23.863072963830717,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-21.86200234616342,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-16.862247755385344,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-10.095897066629986,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,-4.487012270030778,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,-1.28637072927944,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,0.1774303734590935,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,2.2398502776494573,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,6.307366248347079,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,10.06037823010708,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-16.861782375741292,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-14.835810815162214,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-13.957925867182926,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-14.609529927758366,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-16.71250534481895,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-18.890074563121182,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-19.164493681533788,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-15.643584509842258,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-8.278476825449324,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-0.4302528437103952,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,4.4270576255440455,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,5.9409628489790265,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,5.668925119557559,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,6.0336958853796085,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,8.67951342627409,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,12.055720457426803,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-51.75754849283728,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-56.81473413664746,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-54.32603809378855,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-58.614117794242745,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-81.17313779208648,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-118.31858249084237,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-150.64865975794987,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-155.72372700464095,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-126.31523857036626,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-75.44153513292156,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,-23.524061564054264,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,13.286525571646894,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,31.142727752048046,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,38.542969927785634,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,40.726940018394316,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,33.67878288998832,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,56.51991618720882,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,47.32111698183924,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,70.17064721597863,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,122.75954405599357,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,192.87371875073887,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,264.2017000996719,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,325.5009617099847,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,380.6294589003117,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,441.9500931887602,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,513.3655083113966,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,589.6806992049926,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,671.149782874759,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,770.4721315939812,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,904.8810398158105,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,1073.7853917533193,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,1239.7702936286528,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-220.43998527288466,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP3,-221.6672682154173,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-215.38091095119427,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C3,-203.56290242283015,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-189.83338733468483,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F5,-178.0089508127034,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-169.5658688477149,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO3,-161.5891391779303,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-151.0667748459507,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,PO4,-139.49998720377917,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,-129.585182654097,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,F6,-120.90083101556358,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,-110.13293567426197,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,C4,-92.82397790018769,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,-68.74497932195695,,,
2024-04-16 22:54:54.742746,83c8c23779fed513bf54b2caa651454b,EEG,CP4,-46.33010321951255,,,
